lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-CC120218_T1w	762.0	1033.0	829.0	1043.0	439.0	1495.0	684.0	871.0	362.0	208.0	1489.0	895.0	248.0	636.0	2840.0	4830.0	434.0	424.0	1143.0	960.0	1166.0	1882.0	837.0	1345.0	1152.0	1727.0	1463.0	1347.0	1552.0	1291.0	643.0	402.0	357.0	1188.0	414.0	966.0	1330.0	1281.0	103.0	163.0	784.0	1202.0	1142.0	1794.0	2208.0	561.0	345.0	812.0	1069.0	554.0	300.0	1278.0	872.0	2094.0	163.0	1404.0	665.0	708.0	420.0	539.0	1232.0	228.0	445.0	757.0	1503.0	818.0	1415.0	1264.0	810.0	455.0	497.0	766.0	2963.0	364.0	74662.5	1052329.0	1446273.042561
sub-CC210023_T1w	699.0	1262.0	960.0	1176.0	608.0	1699.0	936.0	1164.0	431.0	184.0	1366.0	976.0	228.0	847.0	3289.0	5413.0	481.0	500.0	1256.0	915.0	1272.0	1972.0	865.0	1753.0	1676.0	2817.0	2067.0	1474.0	2172.0	1956.0	704.0	429.0	395.0	1487.0	543.0	925.0	1422.0	1734.0	232.0	197.0	989.0	1249.0	1121.0	1204.0	2246.0	820.0	356.0	910.0	1160.0	588.0	396.0	1648.0	885.0	2111.0	206.0	2039.0	648.0	870.0	490.0	611.0	1305.0	172.0	513.0	999.0	1371.0	902.0	1925.0	1435.0	1021.0	411.0	880.0	999.0	4170.0	316.0	87449.5	1144828.0	1567278.711264
sub-CC210088_T1w	780.0	937.0	1067.0	722.0	467.0	1396.0	683.0	920.0	374.0	152.0	1203.0	783.0	294.0	887.0	2877.0	4722.0	429.0	443.0	1129.0	938.0	1305.0	1786.0	883.0	1601.0	1481.0	1641.0	2204.0	1260.0	1561.0	2060.0	706.0	375.0	273.0	1069.0	429.0	626.0	1901.0	1274.0	227.0	190.0	796.0	1219.0	1367.0	1377.0	1881.0	766.0	339.0	942.0	1097.0	627.0	432.0	1327.0	1111.0	1708.0	119.0	2069.0	475.0	740.0	445.0	677.0	1199.0	319.0	484.0	812.0	1289.0	677.0	2062.0	854.0	784.0	462.0	780.0	644.0	3268.0	237.0	77438.8	1017121.0	1402578.709426
sub-CC210314_T1w	759.0	1327.0	827.0	837.0	427.0	1478.0	769.0	847.0	429.0	233.0	1721.0	1073.0	332.0	660.0	2328.0	4471.0	411.0	488.0	1363.0	1080.0	1407.0	2387.0	823.0	1425.0	1515.0	1637.0	1837.0	1475.0	1425.0	1482.0	603.0	410.0	261.0	1127.0	430.0	610.0	1358.0	1606.0	226.0	268.0	683.0	1307.0	1182.0	2274.0	2245.0	615.0	326.0	939.0	1055.0	683.0	404.0	1100.0	743.0	1916.0	391.0	1622.0	767.0	740.0	316.0	543.0	1279.0	202.0	350.0	858.0	1594.0	816.0	2036.0	890.0	704.0	486.0	610.0	880.0	3690.0	261.0	78679.0	1036794.0	1327065.308186
sub-CC210422_T1w	1119.0	1396.0	1258.0	1151.0	699.0	2110.0	1308.0	1141.0	628.0	223.0	1518.0	1189.0	383.0	1208.0	4396.0	6890.0	536.0	597.0	2072.0	1052.0	1260.0	2714.0	1246.0	2214.0	2317.0	2177.0	2908.0	1957.0	1753.0	2871.0	779.0	767.0	416.0	1739.0	638.0	579.0	2087.0	2471.0	296.0	390.0	758.0	1673.0	1438.0	2099.0	2121.0	1017.0	429.0	1136.0	1283.0	921.0	422.0	2243.0	1340.0	2819.0	387.0	2631.0	929.0	1132.0	728.0	738.0	1884.0	340.0	586.0	1235.0	1790.0	1138.0	2739.0	948.0	894.0	750.0	1029.0	1454.0	5411.0	292.0	109191.0	1389777.0	1867829.231705
sub-CC220198_T1w	932.0	1191.0	942.0	1234.0	495.0	1523.0	833.0	763.0	423.0	187.0	1509.0	825.0	304.0	616.0	2968.0	5448.0	453.0	532.0	1291.0	946.0	1194.0	2038.0	868.0	1739.0	1823.0	2003.0	2127.0	1357.0	1548.0	1788.0	774.0	529.0	410.0	1327.0	439.0	559.0	1723.0	2002.0	191.0	226.0	737.0	1283.0	1134.0	1754.0	2015.0	624.0	393.0	991.0	1195.0	782.0	443.0	1432.0	914.0	1830.0	126.0	1863.0	505.0	852.0	467.0	555.0	1315.0	211.0	511.0	950.0	1486.0	700.0	1958.0	1150.0	857.0	477.0	990.0	1021.0	4337.0	347.0	84284.0	1239338.0	1570865.347913
sub-CC310214_T1w	967.0	1026.0	807.0	1059.0	470.0	1509.0	840.0	971.0	472.0	219.0	1431.0	921.0	345.0	571.0	2661.0	4640.0	383.0	403.0	1067.0	866.0	1318.0	2262.0	786.0	1683.0	1542.0	2084.0	1722.0	1592.0	1524.0	1742.0	564.0	407.0	274.0	1267.0	442.0	974.0	1497.0	1598.0	185.0	145.0	671.0	1336.0	1280.0	1913.0	1977.0	707.0	328.0	872.0	1126.0	568.0	306.0	1332.0	1109.0	2008.0	123.0	1755.0	912.0	682.0	408.0	737.0	1334.0	178.0	452.0	948.0	1365.0	924.0	1845.0	1120.0	878.0	590.0	595.0	1183.0	3317.0	295.0	80408.3	1095432.0	1327878.146505
sub-CC310252_T1w	963.0	1435.0	1121.0	1074.0	619.0	1759.0	1021.0	1020.0	442.0	187.0	1758.0	962.0	254.0	1064.0	3447.0	5577.0	528.0	539.0	1612.0	1114.0	1516.0	2483.0	798.0	1660.0	1962.0	2554.0	1957.0	1426.0	1714.0	2543.0	672.0	358.0	360.0	1535.0	478.0	878.0	1817.0	1875.0	194.0	197.0	863.0	1547.0	1318.0	2272.0	2284.0	861.0	364.0	1104.0	1214.0	703.0	419.0	1861.0	1081.0	2163.0	361.0	2240.0	575.0	999.0	540.0	675.0	1675.0	234.0	476.0	983.0	1553.0	976.0	1746.0	1073.0	885.0	460.0	939.0	1246.0	4343.0	259.0	93764.3	1291946.0	1726509.136224
sub-CC310361_T1w	840.0	996.0	987.0	847.0	514.0	1331.0	670.0	818.0	338.0	174.0	1103.0	818.0	255.0	558.0	2728.0	5057.0	448.0	454.0	1307.0	749.0	1059.0	2071.0	735.0	1602.0	1578.0	1782.0	1730.0	1278.0	1448.0	1737.0	515.0	418.0	307.0	1140.0	354.0	584.0	1704.0	1482.0	194.0	215.0	734.0	1131.0	1001.0	1309.0	1887.0	714.0	333.0	921.0	1120.0	492.0	440.0	1235.0	750.0	1849.0	68.0	2101.0	554.0	795.0	317.0	688.0	1321.0	242.0	444.0	1130.0	1161.0	738.0	1861.0	995.0	875.0	344.0	577.0	996.0	3754.0	258.0	76062.5	1053625.0	1403724.090507
sub-CC310450_T1w	799.0	1650.0	1147.0	941.0	538.0	1579.0	758.0	843.0	439.0	237.0	1406.0	1096.0	336.0	867.0	2923.0	5412.0	577.0	500.0	1547.0	947.0	1459.0	1891.0	879.0	1819.0	1253.0	1602.0	2160.0	1638.0	1557.0	2077.0	593.0	487.0	364.0	1432.0	570.0	577.0	1471.0	1655.0	262.0	203.0	734.0	1702.0	1157.0	1537.0	2322.0	740.0	385.0	1011.0	1281.0	648.0	434.0	1659.0	821.0	2003.0	155.0	1980.0	802.0	809.0	579.0	599.0	1705.0	278.0	515.0	1062.0	1564.0	597.0	2104.0	909.0	901.0	486.0	635.0	1110.0	3853.0	278.0	85843.4	1211525.0	1688113.85372
sub-CC310463_T1w	835.0	1240.0	1019.0	1086.0	598.0	1705.0	908.0	921.0	673.0	220.0	1451.0	940.0	324.0	843.0	3291.0	5287.0	562.0	567.0	1791.0	1028.0	1223.0	2129.0	933.0	1767.0	1973.0	2432.0	2317.0	1480.0	1637.0	2293.0	681.0	679.0	355.0	1488.0	620.0	809.0	2061.0	2375.0	293.0	250.0	867.0	1355.0	1271.0	1697.0	2059.0	817.0	487.0	1010.0	1236.0	692.0	377.0	1832.0	1109.0	1980.0	171.0	2117.0	798.0	1012.0	539.0	681.0	1525.0	351.0	539.0	1022.0	2045.0	796.0	2560.0	1510.0	824.0	461.0	1129.0	1198.0	4682.0	247.0	94080.0	1282716.0	1701354.114003
sub-CC312058_T1w	942.0	1330.0	906.0	1058.0	696.0	1919.0	908.0	1173.0	609.0	223.0	1569.0	858.0	327.0	886.0	3304.0	5895.0	557.0	503.0	1904.0	1102.0	1420.0	1978.0	1069.0	1663.0	2114.0	2479.0	2323.0	1705.0	1628.0	2386.0	809.0	524.0	372.0	1643.0	607.0	853.0	1960.0	2372.0	266.0	205.0	885.0	1842.0	1359.0	1950.0	1961.0	825.0	361.0	1069.0	1191.0	783.0	392.0	1484.0	1442.0	2326.0	288.0	2507.0	695.0	1042.0	594.0	677.0	1507.0	269.0	538.0	961.0	1271.0	890.0	2646.0	1143.0	846.0	538.0	1159.0	1792.0	5217.0	367.0	97866.8	1299830.0	1685720.722998
sub-CC312222_T1w	892.0	1233.0	909.0	917.0	635.0	1503.0	790.0	901.0	498.0	260.0	1457.0	870.0	282.0	720.0	2883.0	5730.0	473.0	530.0	1710.0	1019.0	1436.0	2178.0	845.0	1722.0	1924.0	2102.0	1706.0	1734.0	1417.0	1900.0	644.0	435.0	331.0	1404.0	405.0	753.0	1507.0	2118.0	212.0	268.0	807.0	1584.0	1300.0	2116.0	2107.0	739.0	365.0	926.0	1032.0	601.0	298.0	1363.0	978.0	2106.0	253.0	2031.0	794.0	921.0	610.0	725.0	1490.0	169.0	508.0	968.0	1343.0	679.0	2259.0	912.0	699.0	414.0	920.0	857.0	4432.0	332.0	86894.2	1185389.0	1519341.093139
sub-CC320107_T1w	832.0	1146.0	921.0	959.0	467.0	1789.0	920.0	982.0	492.0	216.0	1583.0	1050.0	419.0	872.0	3008.0	5025.0	386.0	548.0	1282.0	1092.0	1072.0	2615.0	973.0	1593.0	1520.0	2100.0	1732.0	1440.0	1522.0	2227.0	637.0	455.0	290.0	1221.0	540.0	521.0	1755.0	1616.0	209.0	268.0	666.0	1494.0	1244.0	2433.0	1830.0	704.0	406.0	839.0	1072.0	823.0	366.0	1783.0	834.0	1716.0	120.0	1834.0	775.0	856.0	409.0	837.0	1443.0	282.0	334.0	932.0	1724.0	1023.0	2436.0	1230.0	904.0	536.0	767.0	966.0	3530.0	219.0	85662.4	1150105.0	1636166.5741
sub-CC320321_T1w	686.0	993.0	1011.0	832.0	545.0	1542.0	738.0	823.0	317.0	139.0	1349.0	759.0	130.0	945.0	2401.0	4719.0	364.0	379.0	1119.0	825.0	828.0	2030.0	836.0	1348.0	1631.0	1719.0	1967.0	1217.0	1508.0	1510.0	499.0	367.0	320.0	1201.0	429.0	566.0	1063.0	1530.0	137.0	159.0	701.0	1339.0	1004.0	2080.0	1904.0	625.0	304.0	861.0	973.0	497.0	302.0	1481.0	770.0	1786.0	211.0	2023.0	713.0	726.0	494.0	343.0	1283.0	164.0	340.0	461.0	1461.0	650.0	1795.0	852.0	767.0	317.0	451.0	714.0	3140.0	278.0	73296.0	958715.0	1337630.62701
sub-CC320325_T1w	785.0	1132.0	1040.0	902.0	481.0	1472.0	856.0	1002.0	330.0	176.0	1215.0	951.0	244.0	727.0	3016.0	5355.0	486.0	474.0	1487.0	763.0	1269.0	2040.0	929.0	1551.0	1318.0	1866.0	1592.0	1429.0	1607.0	1880.0	833.0	431.0	366.0	1248.0	532.0	620.0	1724.0	1500.0	188.0	133.0	783.0	1188.0	1111.0	1427.0	2021.0	754.0	332.0	940.0	1105.0	773.0	321.0	1532.0	910.0	2096.0	149.0	2062.0	746.0	727.0	537.0	623.0	1275.0	192.0	465.0	978.0	1141.0	922.0	1449.0	1142.0	1182.0	537.0	626.0	1159.0	3693.0	279.0	81123.5	1067405.0	1517136.318686
sub-CC320336_T1w	794.0	756.0	981.0	766.0	461.0	1265.0	721.0	790.0	342.0	131.0	1422.0	710.0	275.0	504.0	2363.0	3856.0	386.0	357.0	1144.0	991.0	909.0	2047.0	905.0	1568.0	1396.0	1541.0	1646.0	1210.0	1177.0	2030.0	532.0	236.0	276.0	1149.0	390.0	489.0	1564.0	1590.0	135.0	212.0	626.0	1239.0	891.0	1941.0	1893.0	717.0	253.0	813.0	925.0	639.0	319.0	1283.0	1069.0	1531.0	180.0	1806.0	537.0	842.0	420.0	568.0	1147.0	204.0	359.0	654.0	1088.0	704.0	1583.0	949.0	635.0	496.0	648.0	925.0	3261.0	223.0	71382.7	979457.0	1025351.834065
sub-CC320576_T1w	797.0	1097.0	846.0	1162.0	477.0	1483.0	766.0	815.0	471.0	216.0	1826.0	923.0	309.0	621.0	2469.0	4649.0	445.0	461.0	1271.0	1058.0	1345.0	2259.0	728.0	1690.0	1502.0	2221.0	1957.0	1479.0	1419.0	2156.0	641.0	452.0	426.0	1282.0	500.0	654.0	1421.0	1715.0	238.0	244.0	907.0	1166.0	1107.0	1972.0	2063.0	660.0	362.0	919.0	1134.0	570.0	437.0	1301.0	762.0	1816.0	213.0	2250.0	674.0	908.0	440.0	521.0	1514.0	147.0	375.0	758.0	1841.0	886.0	2102.0	1005.0	702.0	406.0	803.0	1035.0	3805.0	316.0	82366.3	1142456.0	1470810.376096
sub-CC321899_T1w	834.0	1018.0	1024.0	1225.0	480.0	1439.0	793.0	1010.0	411.0	234.0	1433.0	917.0	271.0	873.0	3087.0	4984.0	416.0	528.0	1511.0	1070.0	1346.0	1824.0	987.0	1806.0	1786.0	2214.0	1937.0	1728.0	1696.0	2187.0	584.0	374.0	456.0	1377.0	409.0	780.0	1801.0	1739.0	218.0	258.0	829.0	1171.0	1264.0	1624.0	2302.0	757.0	319.0	1069.0	1297.0	752.0	347.0	1520.0	901.0	2244.0	305.0	2039.0	506.0	911.0	375.0	564.0	1703.0	349.0	468.0	985.0	1832.0	862.0	2280.0	1074.0	950.0	504.0	967.0	988.0	4132.0	332.0	87582.4	1105503.0	1299580.729221
sub-CC410015_T1w	788.0	1083.0	940.0	1047.0	448.0	1347.0	681.0	900.0	488.0	224.0	1331.0	809.0	340.0	640.0	2740.0	4596.0	461.0	474.0	1288.0	941.0	1117.0	2354.0	1036.0	1389.0	1571.0	1916.0	2140.0	1752.0	1409.0	2155.0	636.0	382.0	397.0	1279.0	402.0	687.0	2021.0	1470.0	181.0	174.0	770.0	1247.0	1230.0	1950.0	2283.0	755.0	359.0	1068.0	1057.0	751.0	418.0	1503.0	838.0	1926.0	312.0	2260.0	504.0	900.0	576.0	801.0	1154.0	262.0	497.0	1007.0	1491.0	826.0	2168.0	1045.0	916.0	376.0	947.0	1044.0	3617.0	280.0	83168.7	1036220.0	1404647.707424
sub-CC410032_T1w	909.0	985.0	883.0	983.0	572.0	1879.0	745.0	818.0	404.0	210.0	1643.0	852.0	335.0	798.0	2640.0	5003.0	445.0	502.0	1749.0	994.0	1134.0	2704.0	768.0	1573.0	1708.0	2065.0	1710.0	1349.0	1338.0	1618.0	672.0	369.0	280.0	1252.0	457.0	759.0	1385.0	1541.0	181.0	178.0	771.0	1454.0	1195.0	2337.0	1911.0	619.0	321.0	926.0	1178.0	565.0	337.0	1353.0	812.0	1815.0	482.0	2317.0	928.0	1021.0	321.0	412.0	1327.0	342.0	437.0	888.0	1519.0	784.0	2374.0	864.0	758.0	382.0	500.0	986.0	2998.0	367.0	81985.5	1130374.0	1521472.813577
sub-CC410084_T1w	783.0	1217.0	923.0	950.0	523.0	1511.0	695.0	811.0	375.0	179.0	1185.0	796.0	219.0	493.0	2562.0	4394.0	385.0	475.0	1284.0	917.0	1271.0	1932.0	835.0	1441.0	1714.0	1886.0	1570.0	1334.0	1591.0	1451.0	517.0	391.0	289.0	1471.0	457.0	486.0	1607.0	1696.0	230.0	166.0	626.0	1387.0	1173.0	1355.0	2297.0	630.0	269.0	836.0	969.0	629.0	307.0	1320.0	820.0	1566.0	373.0	1844.0	550.0	824.0	341.0	460.0	1238.0	229.0	369.0	909.0	1342.0	810.0	1703.0	1017.0	941.0	543.0	506.0	1017.0	4421.0	251.0	76880.5	1031388.0	1458445.473766
