lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-CC410086_T1w	875.0	1243.0	1147.0	1006.0	413.0	1650.0	964.0	1110.0	335.0	206.0	1428.0	689.0	320.0	669.0	3043.0	5034.0	459.0	494.0	1526.0	878.0	1185.0	1845.0	1020.0	1788.0	1421.0	1600.0	1729.0	1590.0	1858.0	1843.0	607.0	412.0	342.0	1398.0	442.0	714.0	1932.0	1938.0	174.0	197.0	772.0	1619.0	1361.0	1571.0	2747.0	903.0	317.0	1048.0	978.0	681.0	363.0	1407.0	937.0	2059.0	208.0	1754.0	787.0	861.0	623.0	672.0	1737.0	243.0	407.0	907.0	1371.0	869.0	1959.0	996.0	948.0	539.0	747.0	1263.0	4027.0	458.0	85661.0	1190305.0	1628119.801401
sub-CC410094_T1w	858.0	1015.0	998.0	993.0	509.0	1575.0	1085.0	1000.0	470.0	233.0	1629.0	1132.0	378.0	689.0	2763.0	4411.0	454.0	527.0	1261.0	878.0	1083.0	2492.0	893.0	1608.0	1336.0	1989.0	1980.0	1397.0	1470.0	1521.0	807.0	512.0	285.0	1250.0	530.0	771.0	1761.0	2291.0	235.0	253.0	807.0	1312.0	1432.0	2612.0	2034.0	801.0	409.0	918.0	1342.0	688.0	245.0	1575.0	853.0	1581.0	212.0	2116.0	894.0	595.0	684.0	648.0	1096.0	209.0	429.0	959.0	1587.0	1142.0	2194.0	1102.0	839.0	409.0	592.0	1335.0	3728.0	218.0	84921.0	1127474.0	1425733.292891
sub-CC410097_T1w	779.0	859.0	902.0	865.0	453.0	1409.0	643.0	792.0	387.0	143.0	1091.0	692.0	303.0	663.0	2720.0	4484.0	461.0	457.0	1320.0	830.0	1364.0	1619.0	899.0	1484.0	1528.0	1482.0	1721.0	1475.0	1407.0	1647.0	557.0	332.0	223.0	1009.0	445.0	355.0	1900.0	1693.0	160.0	238.0	538.0	1214.0	1068.0	1371.0	1916.0	620.0	293.0	823.0	1004.0	695.0	260.0	1175.0	845.0	1783.0	85.0	2109.0	555.0	683.0	717.0	617.0	1405.0	165.0	392.0	1055.0	1153.0	736.0	1620.0	886.0	1017.0	357.0	472.0	1239.0	3164.0	170.0	73991.6	989012.0	1390007.785049
sub-CC410101_T1w	730.0	804.0	1011.0	952.0	515.0	1341.0	769.0	1042.0	441.0	165.0	1272.0	947.0	322.0	563.0	2685.0	4941.0	445.0	554.0	1047.0	1146.0	1187.0	1961.0	876.0	1772.0	1671.0	2319.0	2214.0	1565.0	1669.0	2240.0	658.0	402.0	307.0	1286.0	450.0	707.0	1739.0	1998.0	159.0	155.0	716.0	1221.0	1236.0	1777.0	2302.0	845.0	470.0	890.0	1101.0	718.0	350.0	1260.0	858.0	1865.0	428.0	2422.0	490.0	857.0	353.0	555.0	1556.0	320.0	493.0	836.0	1307.0	800.0	2356.0	860.0	1010.0	678.0	899.0	939.0	3713.0	298.0	83804.2	1158276.0	1659533.320753
sub-CC410119_T1w	685.0	894.0	1177.0	972.0	436.0	1575.0	1070.0	1030.0	325.0	201.0	1359.0	849.0	256.0	751.0	4026.0	6119.0	516.0	735.0	1270.0	932.0	1453.0	2061.0	901.0	1557.0	1797.0	1525.0	1731.0	1843.0	2027.0	1913.0	676.0	479.0	393.0	1527.0	485.0	961.0	1675.0	1466.0	226.0	291.0	887.0	1270.0	1159.0	1589.0	2526.0	652.0	331.0	1134.0	1132.0	728.0	342.0	1619.0	872.0	2711.0	141.0	1667.0	459.0	854.0	525.0	750.0	1372.0	246.0	410.0	785.0	1727.0	894.0	1775.0	1429.0	1086.0	635.0	662.0	932.0	3646.0	349.0	87459.3	1143205.0	1662778.743979
sub-CC410121_T1w	733.0	936.0	1026.0	905.0	485.0	1344.0	634.0	853.0	426.0	186.0	1243.0	809.0	289.0	633.0	2472.0	4416.0	425.0	444.0	1235.0	833.0	1398.0	1990.0	1036.0	1529.0	1565.0	1738.0	1525.0	1178.0	1339.0	1851.0	604.0	389.0	314.0	1183.0	513.0	579.0	1866.0	1420.0	171.0	111.0	724.0	1196.0	1243.0	1577.0	1846.0	729.0	279.0	928.0	988.0	834.0	342.0	1018.0	1044.0	1610.0	269.0	1726.0	548.0	805.0	419.0	517.0	1322.0	207.0	408.0	894.0	1199.0	658.0	1536.0	1156.0	757.0	417.0	663.0	1066.0	3571.0	320.0	75443.2	1011814.0	1409207.765062
sub-CC410177_T1w	920.0	1215.0	1110.0	1040.0	492.0	2038.0	1054.0	970.0	386.0	211.0	1522.0	803.0	313.0	794.0	3047.0	6389.0	434.0	473.0	1486.0	1154.0	1740.0	1989.0	1057.0	1924.0	2309.0	1942.0	2935.0	1937.0	1947.0	2077.0	815.0	552.0	394.0	1572.0	537.0	651.0	2656.0	2102.0	149.0	222.0	832.0	1528.0	1543.0	1688.0	2565.0	846.0	392.0	1028.0	1136.0	779.0	339.0	1554.0	1305.0	2096.0	218.0	2865.0	582.0	953.0	682.0	876.0	1846.0	330.0	549.0	1067.0	1701.0	712.0	2446.0	1105.0	887.0	482.0	849.0	1341.0	4243.0	328.0	97045.2	1309708.0	1738987.953793
sub-CC410182_T1w	785.0	1274.0	886.0	919.0	506.0	1436.0	1016.0	881.0	510.0	197.0	1501.0	826.0	201.0	687.0	3134.0	5050.0	399.0	569.0	1599.0	932.0	1087.0	2142.0	827.0	1322.0	1625.0	1994.0	1821.0	1527.0	1701.0	1767.0	626.0	475.0	278.0	1143.0	401.0	622.0	2082.0	2092.0	195.0	264.0	723.0	1332.0	1081.0	1703.0	2045.0	670.0	290.0	879.0	1042.0	590.0	326.0	1346.0	798.0	1974.0	154.0	1994.0	784.0	799.0	754.0	761.0	1441.0	104.0	474.0	767.0	1400.0	907.0	2081.0	984.0	1108.0	467.0	707.0	1324.0	3806.0	243.0	83155.2	1092625.0	1425257.423708
sub-CC410243_T1w	803.0	1319.0	902.0	898.0	452.0	1115.0	818.0	907.0	400.0	178.0	1224.0	952.0	284.0	850.0	2508.0	3986.0	421.0	407.0	1264.0	772.0	1092.0	1967.0	843.0	1607.0	1482.0	1858.0	2115.0	1337.0	1671.0	1692.0	651.0	424.0	305.0	1256.0	481.0	495.0	1393.0	1799.0	169.0	272.0	706.0	1278.0	1072.0	1603.0	2077.0	683.0	310.0	916.0	1044.0	631.0	327.0	1610.0	731.0	1698.0	292.0	1652.0	651.0	646.0	497.0	696.0	1162.0	271.0	440.0	940.0	1504.0	695.0	1693.0	1107.0	828.0	464.0	655.0	860.0	3737.0	292.0	77134.9	1070874.0	1480772.944078
sub-CC410248_T1w	804.0	1146.0	1196.0	916.0	464.0	1371.0	723.0	836.0	377.0	250.0	1509.0	917.0	380.0	721.0	2912.0	4830.0	405.0	472.0	1606.0	1083.0	1275.0	2409.0	893.0	1601.0	1789.0	1616.0	2066.0	1483.0	1970.0	1799.0	715.0	574.0	224.0	1265.0	488.0	567.0	2433.0	1939.0	158.0	249.0	659.0	1454.0	1178.0	1367.0	2134.0	873.0	355.0	941.0	1055.0	710.0	344.0	1364.0	1090.0	2058.0	238.0	1870.0	732.0	740.0	540.0	610.0	1690.0	303.0	472.0	877.0	1442.0	562.0	1703.0	908.0	1154.0	433.0	585.0	1459.0	4107.0	237.0	84675.9	1150920.0	1568901.340376
sub-CC410284_T1w	722.0	844.0	793.0	809.0	434.0	1393.0	832.0	827.0	392.0	154.0	1143.0	891.0	251.0	667.0	2147.0	3776.0	376.0	539.0	1497.0	947.0	1374.0	1911.0	934.0	1556.0	1798.0	1510.0	1553.0	1623.0	1510.0	1797.0	686.0	437.0	239.0	1099.0	416.0	598.0	1736.0	1598.0	189.0	197.0	618.0	1079.0	1045.0	1539.0	2152.0	663.0	340.0	823.0	1114.0	568.0	411.0	1341.0	749.0	1581.0	175.0	2062.0	640.0	952.0	436.0	738.0	1378.0	138.0	400.0	930.0	1161.0	865.0	1715.0	865.0	734.0	416.0	639.0	953.0	4370.0	206.0	75989.3	991936.0	1312782.103029
sub-CC410287_T1w	860.0	1195.0	891.0	1274.0	702.0	1771.0	835.0	1004.0	528.0	213.0	1467.0	970.0	345.0	739.0	3388.0	4664.0	516.0	521.0	1428.0	999.0	1291.0	1899.0	738.0	1645.0	1778.0	2599.0	1984.0	1680.0	1757.0	1886.0	745.0	461.0	364.0	1374.0	414.0	924.0	1665.0	1791.0	214.0	240.0	839.0	1335.0	1273.0	1540.0	2317.0	725.0	378.0	1075.0	1221.0	637.0	356.0	1517.0	906.0	1966.0	276.0	2083.0	789.0	882.0	465.0	712.0	1370.0	120.0	552.0	849.0	1276.0	1066.0	2145.0	1403.0	780.0	519.0	833.0	1220.0	3917.0	385.0	87487.6	1113186.0	1425428.610495
sub-CC410323_T1w	775.0	1182.0	946.0	1119.0	539.0	1517.0	920.0	926.0	472.0	177.0	1262.0	935.0	307.0	664.0	2620.0	4318.0	403.0	435.0	1302.0	905.0	1059.0	2200.0	769.0	1514.0	1452.0	2049.0	2206.0	1436.0	1539.0	1842.0	605.0	382.0	426.0	1440.0	461.0	798.0	1692.0	1613.0	230.0	245.0	826.0	1364.0	1019.0	1313.0	2287.0	701.0	306.0	978.0	1020.0	622.0	375.0	1508.0	863.0	1955.0	242.0	1901.0	860.0	817.0	392.0	774.0	1462.0	180.0	392.0	1003.0	1482.0	722.0	1827.0	1118.0	1087.0	537.0	787.0	984.0	3517.0	290.0	81193.5	1062762.0	1526475.252624
sub-CC420060_T1w	959.0	1091.0	914.0	1123.0	540.0	1482.0	796.0	903.0	443.0	291.0	1522.0	1103.0	293.0	736.0	2439.0	5007.0	545.0	504.0	1570.0	878.0	1419.0	2527.0	889.0	1736.0	1715.0	2244.0	2075.0	1585.0	1736.0	2054.0	881.0	549.0	284.0	1252.0	485.0	870.0	1527.0	1614.0	217.0	264.0	869.0	1619.0	1143.0	2395.0	2250.0	734.0	398.0	854.0	1181.0	555.0	377.0	1734.0	1089.0	1869.0	187.0	2368.0	743.0	872.0	510.0	750.0	1479.0	266.0	451.0	1030.0	1174.0	687.0	1846.0	1249.0	1015.0	509.0	711.0	1188.0	3895.0	240.0	87301.2	1174512.0	1600707.439981
sub-CC420148_T1w	840.0	949.0	1032.0	984.0	545.0	1486.0	1083.0	989.0	479.0	287.0	1559.0	1112.0	323.0	1007.0	3292.0	5289.0	491.0	595.0	1761.0	1050.0	1231.0	2567.0	717.0	1757.0	1948.0	1922.0	1972.0	1482.0	1920.0	1859.0	688.0	538.0	336.0	1259.0	538.0	532.0	1885.0	1577.0	220.0	354.0	746.0	1366.0	1208.0	2012.0	2219.0	832.0	346.0	956.0	1282.0	732.0	383.0	2044.0	1133.0	2131.0	111.0	2507.0	840.0	1107.0	407.0	776.0	1409.0	239.0	522.0	1053.0	1466.0	838.0	2357.0	1233.0	984.0	733.0	733.0	1271.0	3857.0	280.0	90567.1	1257643.0	1673176.099299
sub-CC420167_T1w	819.0	1025.0	1026.0	1188.0	523.0	1517.0	923.0	1126.0	371.0	225.0	1831.0	783.0	340.0	681.0	3022.0	4596.0	494.0	535.0	1544.0	1368.0	1215.0	2191.0	954.0	1622.0	1472.0	2283.0	2103.0	1658.0	1717.0	1985.0	623.0	432.0	482.0	1211.0	536.0	559.0	1669.0	1567.0	239.0	165.0	855.0	1389.0	1468.0	2067.0	2384.0	690.0	416.0	1026.0	1142.0	767.0	238.0	1279.0	1053.0	1980.0	50.0	1961.0	798.0	1137.0	314.0	634.0	1348.0	279.0	391.0	1097.0	1536.0	974.0	2014.0	1328.0	896.0	519.0	524.0	964.0	3265.0	270.0	85674.4	1140545.0	1569321.990116
sub-CC420180_T1w	1128.0	1012.0	996.0	913.0	602.0	1594.0	1054.0	1027.0	403.0	212.0	1445.0	933.0	320.0	639.0	2872.0	4505.0	513.0	500.0	1055.0	885.0	1234.0	2184.0	911.0	1792.0	1176.0	2299.0	1755.0	1304.0	1404.0	1765.0	704.0	465.0	286.0	1205.0	455.0	746.0	1868.0	1569.0	189.0	343.0	847.0	1102.0	1381.0	2209.0	2251.0	733.0	398.0	966.0	1136.0	746.0	397.0	1447.0	1180.0	1903.0	194.0	1843.0	472.0	810.0	427.0	707.0	1178.0	213.0	527.0	999.0	1830.0	1124.0	2064.0	1120.0	834.0	468.0	628.0	1128.0	3510.0	300.0	83335.3	1150167.0	1608882.993487
sub-CC420202_T1w	974.0	1576.0	1075.0	1308.0	695.0	1817.0	861.0	958.0	552.0	284.0	1490.0	1102.0	403.0	925.0	3431.0	6001.0	654.0	628.0	2089.0	1146.0	2030.0	2577.0	909.0	2058.0	2085.0	2727.0	1948.0	1732.0	2027.0	2040.0	697.0	534.0	446.0	1859.0	580.0	985.0	1868.0	2289.0	256.0	169.0	1064.0	1680.0	1315.0	2034.0	2788.0	854.0	513.0	1154.0	1348.0	859.0	396.0	1767.0	1303.0	2489.0	470.0	1702.0	875.0	1111.0	520.0	690.0	1954.0	464.0	472.0	1102.0	1379.0	971.0	2039.0	1063.0	858.0	561.0	839.0	1507.0	4824.0	341.0	101093.0	1372890.0	1810165.744569
sub-CC420236_T1w	995.0	1427.0	1152.0	1180.0	545.0	1884.0	1114.0	1175.0	489.0	215.0	1802.0	1096.0	320.0	1078.0	3379.0	6025.0	441.0	459.0	1678.0	1139.0	1735.0	2125.0	1060.0	1881.0	2225.0	2982.0	3001.0	2169.0	1926.0	2014.0	622.0	474.0	534.0	1516.0	482.0	844.0	1755.0	2245.0	253.0	289.0	964.0	1786.0	1350.0	1923.0	2707.0	806.0	381.0	1231.0	1137.0	771.0	558.0	1856.0	904.0	2184.0	356.0	2358.0	861.0	1108.0	590.0	661.0	1964.0	351.0	478.0	1011.0	1895.0	1044.0	2946.0	1237.0	1103.0	702.0	728.0	1293.0	4943.0	453.0	102366.0	1394214.0	1903764.52823
sub-CC420322_T1w	1004.0	1052.0	1179.0	1021.0	527.0	1745.0	1250.0	1126.0	457.0	251.0	1690.0	878.0	353.0	894.0	2573.0	5542.0	481.0	418.0	1461.0	1222.0	1204.0	2334.0	1036.0	1617.0	2160.0	1736.0	1878.0	1403.0	1900.0	2060.0	761.0	499.0	309.0	1391.0	436.0	906.0	2181.0	1642.0	228.0	249.0	784.0	1583.0	1210.0	1787.0	2597.0	987.0	378.0	1031.0	1193.0	883.0	345.0	1934.0	918.0	2255.0	164.0	2191.0	730.0	1134.0	715.0	600.0	1274.0	454.0	420.0	1169.0	1453.0	903.0	1490.0	1468.0	1064.0	584.0	811.0	1171.0	3749.0	221.0	90705.1	1166897.0	1573135.124938
sub-CC420348_T1w	849.0	1008.0	807.0	964.0	482.0	1510.0	734.0	818.0	366.0	175.0	1231.0	951.0	263.0	644.0	2541.0	3916.0	450.0	494.0	1195.0	819.0	1131.0	1865.0	729.0	1559.0	1858.0	1851.0	1763.0	1361.0	1611.0	1811.0	647.0	475.0	275.0	1168.0	358.0	596.0	1459.0	1598.0	152.0	196.0	653.0	1042.0	1141.0	1584.0	1973.0	615.0	335.0	922.0	1076.0	550.0	341.0	1460.0	812.0	1595.0	291.0	1571.0	475.0	743.0	435.0	645.0	1384.0	189.0	494.0	841.0	1609.0	627.0	1619.0	1001.0	1043.0	400.0	799.0	1203.0	3823.0	226.0	76198.7	1058130.0	1434088.266786
sub-CC420402_T1w	923.0	1149.0	1063.0	1066.0	554.0	1334.0	1018.0	982.0	421.0	228.0	1535.0	922.0	265.0	716.0	2790.0	5147.0	496.0	569.0	1480.0	1185.0	1462.0	2038.0	1195.0	1782.0	1686.0	2430.0	2275.0	1462.0	1985.0	1702.0	698.0	346.0	311.0	1375.0	468.0	1138.0	2196.0	1514.0	164.0	206.0	873.0	1430.0	1238.0	1808.0	2481.0	681.0	432.0	1046.0	1226.0	802.0	295.0	1285.0	896.0	2147.0	236.0	2134.0	824.0	792.0	437.0	795.0	1340.0	316.0	501.0	937.0	1784.0	751.0	2032.0	1043.0	1155.0	510.0	722.0	1224.0	3493.0	344.0	88283.1	1144848.0	1644662.971447
sub-CC420433_T1w	905.0	1081.0	849.0	1018.0	636.0	1635.0	958.0	836.0	514.0	243.0	1934.0	1106.0	245.0	851.0	3103.0	4531.0	474.0	473.0	1354.0	1049.0	1382.0	2571.0	938.0	1791.0	1722.0	1519.0	2113.0	1781.0	1381.0	2024.0	769.0	388.0	324.0	1436.0	557.0	684.0	1878.0	1790.0	215.0	284.0	753.0	1428.0	1346.0	2323.0	2039.0	709.0	391.0	984.0	1151.0	608.0	372.0	1568.0	937.0	1885.0	131.0	2042.0	890.0	953.0	574.0	545.0	1637.0	188.0	547.0	1121.0	1650.0	997.0	2575.0	1099.0	814.0	674.0	904.0	1306.0	4170.0	285.0	88935.4	1239310.0	1655415.327432
sub-CC420623_T1w	756.0	976.0	1112.0	820.0	509.0	1485.0	746.0	853.0	345.0	214.0	1299.0	746.0	245.0	780.0	2430.0	4555.0	384.0	517.0	1332.0	931.0	1123.0	2097.0	751.0	1321.0	1577.0	1650.0	2094.0	1582.0	1627.0	1820.0	684.0	419.0	229.0	1277.0	552.0	590.0	1657.0	2033.0	190.0	159.0	667.0	1166.0	1171.0	1392.0	2197.0	839.0	299.0	892.0	1046.0	447.0	341.0	1254.0	820.0	1738.0	365.0	1880.0	508.0	904.0	529.0	500.0	1407.0	221.0	399.0	845.0	1257.0	797.0	1806.0	892.0	845.0	394.0	641.0	1278.0	3663.0	156.0	78020.5	1061824.0	1578727.787488
sub-CC510039_T1w	700.0	984.0	999.0	830.0	397.0	1481.0	830.0	864.0	375.0	207.0	1219.0	860.0	251.0	559.0	2665.0	4920.0	428.0	423.0	1006.0	869.0	1270.0	1803.0	932.0	1490.0	1708.0	1761.0	1739.0	1238.0	1627.0	1716.0	517.0	502.0	294.0	1213.0	437.0	566.0	1900.0	1774.0	191.0	205.0	674.0	1235.0	1112.0	1278.0	2074.0	661.0	304.0	993.0	1068.0	752.0	241.0	1225.0	770.0	1701.0	182.0	1779.0	471.0	805.0	337.0	617.0	1355.0	164.0	375.0	955.0	1341.0	840.0	1683.0	925.0	774.0	465.0	724.0	940.0	3571.0	279.0	76417.2	1092420.0	1534417.627158
