rh.aparc.a2009s.area,rh_G_and_S_frontomargin_area,rh_G_and_S_occipital_inf_area,rh_G_and_S_paracentral_area,rh_G_and_S_subcentral_area,rh_G_and_S_transv_frontopol_area,rh_G_and_S_cingul-Ant_area,rh_G_and_S_cingul-Mid-Ant_area,rh_G_and_S_cingul-Mid-Post_area,rh_G_cingul-Post-dorsal_area,rh_G_cingul-Post-ventral_area,rh_G_cuneus_area,rh_G_front_inf-Opercular_area,rh_G_front_inf-Orbital_area,rh_G_front_inf-Triangul_area,rh_G_front_middle_area,rh_G_front_sup_area,rh_G_Ins_lg_and_S_cent_ins_area,rh_G_insular_short_area,rh_G_occipital_middle_area,rh_G_occipital_sup_area,rh_G_oc-temp_lat-fusifor_area,rh_G_oc-temp_med-Lingual_area,rh_G_oc-temp_med-Parahip_area,rh_G_orbital_area,rh_G_pariet_inf-Angular_area,rh_G_pariet_inf-Supramar_area,rh_G_parietal_sup_area,rh_G_postcentral_area,rh_G_precentral_area,rh_G_precuneus_area,rh_G_rectus_area,rh_G_subcallosal_area,rh_G_temp_sup-G_T_transv_area,rh_G_temp_sup-Lateral_area,rh_G_temp_sup-Plan_polar_area,rh_G_temp_sup-Plan_tempo_area,rh_G_temporal_inf_area,rh_G_temporal_middle_area,rh_Lat_Fis-ant-Horizont_area,rh_Lat_Fis-ant-Vertical_area,rh_Lat_Fis-post_area,rh_Pole_occipital_area,rh_Pole_temporal_area,rh_S_calcarine_area,rh_S_central_area,rh_S_cingul-Marginalis_area,rh_S_circular_insula_ant_area,rh_S_circular_insula_inf_area,rh_S_circular_insula_sup_area,rh_S_collat_transv_ant_area,rh_S_collat_transv_post_area,rh_S_front_inf_area,rh_S_front_middle_area,rh_S_front_sup_area,rh_S_interm_prim-Jensen_area,rh_S_intrapariet_and_P_trans_area,rh_S_oc_middle_and_Lunatus_area,rh_S_oc_sup_and_transversal_area,rh_S_occipital_ant_area,rh_S_oc-temp_lat_area,rh_S_oc-temp_med_and_Lingual_area,rh_S_orbital_lateral_area,rh_S_orbital_med-olfact_area,rh_S_orbital-H_Shaped_area,rh_S_parieto_occipital_area,rh_S_pericallosal_area,rh_S_postcentral_area,rh_S_precentral-inf-part_area,rh_S_precentral-sup-part_area,rh_S_suborbital_area,rh_S_subparietal_area,rh_S_temporal_inf_area,rh_S_temporal_sup_area,rh_S_temporal_transverse_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-CC510050_T1w,660.0,783.0,995.0,961.0,983.0,2087.0,911.0,1054.0,293.0,223.0,1567.0,776.0,340.0,437.0,2689.0,5023.0,352.0,479.0,1530.0,1054.0,1264.0,2046.0,794.0,1824.0,2463.0,1628.0,1643.0,1235.0,1557.0,1899.0,532.0,311.0,215.0,1170.0,461.0,611.0,1767.0,1679.0,293.0,159.0,931.0,2428.0,1205.0,2080.0,2116.0,962.0,405.0,809.0,854.0,602.0,284.0,1123.0,1566.0,1566.0,456.0,2090.0,809.0,619.0,371.0,876.0,1225.0,477.0,454.0,951.0,1737.0,987.0,1495.0,1100.0,797.0,271.0,680.0,969.0,3948.0,186.0,84176.0,1056203.0,1511936.255181
sub-CC510086_T1w,703.0,832.0,863.0,1116.0,759.0,2016.0,1039.0,1107.0,385.0,192.0,1636.0,904.0,222.0,511.0,3344.0,4089.0,344.0,439.0,1478.0,1122.0,1375.0,1846.0,656.0,1752.0,1643.0,1850.0,1643.0,1445.0,1524.0,1880.0,532.0,311.0,205.0,1123.0,558.0,625.0,1881.0,2040.0,338.0,157.0,938.0,2501.0,1364.0,1688.0,2017.0,889.0,369.0,733.0,809.0,812.0,307.0,1396.0,1311.0,1640.0,275.0,2342.0,745.0,1010.0,402.0,487.0,1324.0,236.0,460.0,923.0,1367.0,1271.0,1832.0,1436.0,670.0,278.0,828.0,763.0,3783.0,179.0,83868.8,1099340.0,1519065.693119
sub-CC510163_T1w,584.0,845.0,766.0,863.0,723.0,1621.0,783.0,827.0,284.0,183.0,1540.0,794.0,232.0,465.0,2325.0,3960.0,342.0,346.0,1491.0,1205.0,1323.0,1601.0,675.0,1557.0,1141.0,1346.0,1230.0,1098.0,1430.0,1325.0,515.0,253.0,207.0,1018.0,511.0,475.0,1386.0,1634.0,257.0,158.0,812.0,2646.0,1184.0,1574.0,2085.0,748.0,347.0,681.0,777.0,633.0,271.0,1189.0,1439.0,1573.0,123.0,1641.0,943.0,664.0,367.0,668.0,1083.0,258.0,440.0,736.0,1384.0,872.0,1289.0,1031.0,892.0,212.0,667.0,613.0,3557.0,199.0,72919.6,935696.0,1366131.185065
sub-CC510256_T1w,695.0,1176.0,1063.0,1001.0,919.0,2162.0,1186.0,1032.0,341.0,211.0,1708.0,901.0,268.0,522.0,2526.0,4982.0,465.0,504.0,1765.0,1308.0,1726.0,2156.0,1302.0,2237.0,2288.0,1612.0,1943.0,1481.0,2241.0,2074.0,617.0,313.0,306.0,1290.0,665.0,648.0,1720.0,2067.0,301.0,199.0,981.0,2766.0,1246.0,2055.0,2550.0,1051.0,522.0,889.0,938.0,896.0,489.0,1184.0,1657.0,2560.0,218.0,2789.0,722.0,1081.0,724.0,997.0,1328.0,272.0,603.0,1051.0,1709.0,702.0,1821.0,980.0,1214.0,275.0,969.0,1007.0,4672.0,250.0,95088.1,1276103.0,1807367.96011
sub-CC510259_T1w,758.0,737.0,817.0,1155.0,830.0,1963.0,922.0,1109.0,372.0,211.0,1375.0,1049.0,303.0,703.0,2907.0,4861.0,402.0,536.0,1316.0,1178.0,1610.0,2254.0,916.0,2088.0,1756.0,1803.0,1753.0,1573.0,1458.0,1800.0,617.0,326.0,315.0,1280.0,549.0,680.0,1793.0,2003.0,214.0,116.0,941.0,1852.0,1309.0,1680.0,2123.0,843.0,406.0,799.0,1139.0,894.0,315.0,1228.0,1432.0,1860.0,509.0,2205.0,673.0,906.0,420.0,1006.0,1287.0,266.0,497.0,919.0,1735.0,1249.0,2212.0,1005.0,893.0,205.0,902.0,979.0,3635.0,289.0,87018.5,1087196.0,1531242.91814
sub-CC510321_T1w,557.0,831.0,795.0,955.0,681.0,1686.0,893.0,980.0,343.0,155.0,1219.0,978.0,224.0,445.0,2185.0,4150.0,370.0,326.0,1164.0,946.0,968.0,2017.0,847.0,1407.0,1812.0,1785.0,1472.0,1135.0,1468.0,1522.0,512.0,227.0,227.0,1175.0,399.0,616.0,1299.0,1899.0,193.0,89.0,942.0,1686.0,996.0,1359.0,1957.0,787.0,286.0,716.0,804.0,687.0,248.0,1014.0,960.0,1258.0,265.0,2306.0,436.0,809.0,438.0,677.0,1165.0,189.0,420.0,780.0,1281.0,765.0,1949.0,953.0,710.0,196.0,620.0,854.0,3590.0,176.0,73226.1,990158.0,1357891.551999
sub-CC510329_T1w,585.0,1031.0,907.0,1227.0,836.0,2110.0,1103.0,921.0,375.0,238.0,1644.0,1166.0,273.0,531.0,3222.0,4746.0,449.0,583.0,1724.0,1114.0,1217.0,2197.0,867.0,1943.0,1701.0,1622.0,1774.0,1265.0,2115.0,1814.0,662.0,416.0,251.0,1231.0,627.0,569.0,2269.0,2017.0,299.0,164.0,977.0,2420.0,1512.0,1652.0,2441.0,801.0,456.0,791.0,1035.0,860.0,372.0,1496.0,1410.0,2204.0,391.0,2604.0,847.0,697.0,788.0,764.0,1537.0,169.0,428.0,1007.0,1707.0,1022.0,1707.0,1486.0,869.0,289.0,1075.0,1065.0,3502.0,261.0,90445.5,1249318.0,1791599.707989
sub-CC510342_T1w,592.0,968.0,809.0,945.0,741.0,1798.0,1086.0,749.0,353.0,207.0,1579.0,879.0,230.0,752.0,1979.0,4137.0,390.0,406.0,1296.0,1035.0,1176.0,2150.0,639.0,1508.0,1935.0,1405.0,1633.0,1236.0,1577.0,1850.0,539.0,251.0,209.0,1160.0,453.0,544.0,967.0,1504.0,242.0,193.0,936.0,2454.0,898.0,2006.0,2146.0,917.0,329.0,737.0,766.0,428.0,368.0,1267.0,1710.0,1479.0,237.0,2732.0,428.0,980.0,551.0,780.0,1250.0,200.0,376.0,729.0,1434.0,527.0,1627.0,1178.0,854.0,7.0,699.0,580.0,3797.0,172.0,77682.9,1015534.0,1390351.331481
sub-CC510433_T1w,560.0,571.0,738.0,747.0,471.0,1391.0,752.0,698.0,333.0,183.0,1360.0,794.0,199.0,479.0,1912.0,3657.0,347.0,359.0,1190.0,769.0,888.0,1454.0,708.0,1668.0,1675.0,1229.0,1412.0,1018.0,1340.0,1310.0,467.0,364.0,289.0,1005.0,414.0,451.0,1511.0,1460.0,240.0,123.0,785.0,1824.0,976.0,1257.0,1544.0,721.0,307.0,709.0,751.0,635.0,247.0,851.0,821.0,1357.0,157.0,1757.0,639.0,574.0,216.0,530.0,1056.0,210.0,441.0,675.0,1178.0,506.0,1190.0,1017.0,732.0,216.0,671.0,791.0,3036.0,97.0,65006.5,899616.0,1234200.915336
sub-CC510551_T1w,630.0,860.0,1020.0,975.0,738.0,1825.0,847.0,967.0,350.0,174.0,1430.0,887.0,235.0,477.0,2438.0,4875.0,429.0,411.0,1515.0,1150.0,1000.0,2116.0,591.0,1760.0,1728.0,1651.0,1741.0,1281.0,1813.0,1482.0,667.0,339.0,240.0,1171.0,541.0,634.0,1712.0,1977.0,231.0,108.0,961.0,2246.0,1301.0,1512.0,2265.0,930.0,322.0,752.0,841.0,493.0,294.0,1082.0,1487.0,1624.0,423.0,2284.0,674.0,913.0,327.0,563.0,1525.0,296.0,646.0,802.0,1588.0,906.0,1900.0,1230.0,1088.0,266.0,577.0,774.0,4232.0,172.0,82312.1,1079680.0,1490209.718235
sub-CC510609_T1w,644.0,734.0,831.0,854.0,778.0,1736.0,753.0,869.0,352.0,175.0,1133.0,787.0,230.0,441.0,2329.0,3439.0,280.0,356.0,1452.0,926.0,1130.0,1716.0,657.0,1752.0,2656.0,1513.0,1457.0,1227.0,1554.0,1372.0,596.0,270.0,196.0,965.0,431.0,510.0,1644.0,1684.0,214.0,97.0,866.0,1902.0,1225.0,1223.0,2121.0,693.0,249.0,618.0,782.0,693.0,217.0,1196.0,1518.0,1516.0,470.0,2710.0,648.0,858.0,306.0,729.0,1366.0,272.0,470.0,771.0,1108.0,836.0,1737.0,933.0,796.0,277.0,935.0,911.0,3720.0,177.0,75594.4,984639.0,1348524.302838
sub-CC510629_T1w,574.0,910.0,876.0,1021.0,858.0,1986.0,998.0,996.0,410.0,229.0,1922.0,850.0,252.0,476.0,2556.0,4292.0,296.0,589.0,1384.0,1253.0,1024.0,2510.0,733.0,1650.0,2089.0,1466.0,1811.0,1368.0,1827.0,1655.0,600.0,279.0,280.0,1174.0,393.0,444.0,1631.0,2145.0,172.0,205.0,914.0,2649.0,1212.0,2198.0,2311.0,981.0,466.0,741.0,926.0,578.0,326.0,1137.0,1609.0,2133.0,189.0,2629.0,634.0,962.0,422.0,660.0,1588.0,336.0,518.0,702.0,1493.0,982.0,1969.0,1241.0,1001.0,321.0,942.0,836.0,4890.0,167.0,86846.5,1145315.0,1502879.701501
sub-CC510648_T1w,523.0,1192.0,962.0,722.0,694.0,2292.0,1225.0,1195.0,392.0,234.0,1453.0,972.0,316.0,688.0,3367.0,5172.0,329.0,432.0,1831.0,986.0,1450.0,2060.0,885.0,1678.0,2590.0,1416.0,1673.0,1207.0,1598.0,1588.0,542.0,458.0,296.0,1355.0,610.0,680.0,1626.0,2163.0,223.0,144.0,918.0,2308.0,1084.0,1928.0,2239.0,996.0,399.0,859.0,796.0,642.0,241.0,1387.0,1774.0,1893.0,400.0,2169.0,666.0,885.0,473.0,924.0,1460.0,322.0,534.0,921.0,1407.0,1086.0,1443.0,942.0,1316.0,317.0,976.0,844.0,4700.0,118.0,88584.9,1143436.0,1625543.815201
sub-CC520053_T1w,537.0,904.0,822.0,948.0,767.0,1569.0,816.0,852.0,302.0,189.0,1536.0,763.0,253.0,531.0,2327.0,4559.0,415.0,429.0,1512.0,878.0,1106.0,2005.0,666.0,1404.0,1573.0,1381.0,1559.0,1031.0,1688.0,1373.0,563.0,323.0,163.0,1152.0,440.0,572.0,1880.0,2025.0,174.0,181.0,911.0,2403.0,1172.0,1429.0,1986.0,935.0,314.0,765.0,826.0,556.0,361.0,1275.0,1433.0,1528.0,252.0,1826.0,561.0,1024.0,591.0,735.0,1284.0,291.0,484.0,733.0,1384.0,867.0,1416.0,1198.0,920.0,265.0,650.0,916.0,3712.0,164.0,77337.3,1053004.0,1460356.903782
sub-CC520055_T1w,648.0,851.0,1157.0,942.0,872.0,1902.0,854.0,1018.0,394.0,215.0,1326.0,911.0,351.0,446.0,2481.0,5553.0,468.0,478.0,1573.0,1139.0,1047.0,1988.0,1085.0,1832.0,1958.0,1761.0,1352.0,1386.0,1767.0,1809.0,624.0,268.0,294.0,1267.0,645.0,525.0,1587.0,1969.0,175.0,146.0,928.0,2205.0,1221.0,1628.0,2447.0,1025.0,349.0,865.0,867.0,1020.0,247.0,990.0,1626.0,1980.0,407.0,2314.0,621.0,1128.0,413.0,518.0,1204.0,278.0,495.0,911.0,1164.0,950.0,1791.0,1099.0,1131.0,320.0,689.0,992.0,3954.0,237.0,85079.1,1111754.0,1586024.108693
sub-CC520134_T1w,497.0,796.0,1013.0,1185.0,766.0,1993.0,840.0,913.0,305.0,166.0,1538.0,717.0,228.0,632.0,2309.0,4600.0,428.0,499.0,1280.0,956.0,1548.0,1865.0,722.0,1546.0,2240.0,1655.0,1448.0,1225.0,1587.0,1667.0,642.0,323.0,191.0,1255.0,550.0,664.0,1547.0,1763.0,235.0,154.0,988.0,1814.0,1425.0,1577.0,2147.0,946.0,295.0,816.0,855.0,689.0,203.0,1019.0,1295.0,1791.0,181.0,2465.0,444.0,984.0,374.0,548.0,1401.0,166.0,510.0,635.0,1272.0,833.0,1494.0,1117.0,935.0,184.0,707.0,773.0,3441.0,112.0,78927.8,1044616.0,1395540.116902
sub-CC520168_T1w,621.0,773.0,822.0,1098.0,987.0,2157.0,1157.0,1206.0,423.0,198.0,1487.0,856.0,300.0,762.0,2852.0,4767.0,460.0,553.0,1441.0,1032.0,1351.0,1683.0,829.0,1872.0,2095.0,1788.0,1668.0,1259.0,1590.0,1986.0,584.0,405.0,240.0,1337.0,637.0,777.0,1658.0,2000.0,263.0,149.0,1072.0,1766.0,1337.0,1438.0,2166.0,893.0,422.0,810.0,934.0,856.0,239.0,1309.0,1551.0,1763.0,250.0,2859.0,563.0,908.0,392.0,656.0,1443.0,265.0,529.0,910.0,1866.0,1134.0,1491.0,1197.0,970.0,281.0,1049.0,1023.0,4665.0,131.0,87264.8,1192175.0,1637388.395876
sub-CC520175_T1w,722.0,981.0,1027.0,1081.0,873.0,2501.0,1135.0,1080.0,389.0,266.0,1853.0,937.0,313.0,826.0,2948.0,5514.0,418.0,610.0,1639.0,1335.0,1722.0,2314.0,699.0,1946.0,1788.0,1592.0,1850.0,1273.0,1863.0,2006.0,578.0,368.0,323.0,1391.0,471.0,622.0,2155.0,1872.0,296.0,226.0,1010.0,2425.0,1540.0,1953.0,2254.0,998.0,358.0,886.0,1059.0,771.0,323.0,1427.0,2044.0,2389.0,165.0,2148.0,615.0,950.0,488.0,699.0,1738.0,360.0,604.0,979.0,2013.0,979.0,1780.0,1196.0,1153.0,341.0,1162.0,939.0,4374.0,264.0,94186.9,1225804.0,1655923.756955
sub-CC520197_T1w,626.0,636.0,776.0,861.0,782.0,1622.0,783.0,775.0,298.0,161.0,1576.0,752.0,211.0,473.0,2082.0,3732.0,357.0,370.0,1288.0,1045.0,1003.0,1892.0,564.0,1456.0,1704.0,1383.0,1553.0,1146.0,1317.0,1631.0,595.0,316.0,205.0,1095.0,439.0,556.0,1311.0,1727.0,169.0,155.0,736.0,1987.0,1245.0,1512.0,1948.0,698.0,233.0,700.0,700.0,455.0,289.0,1040.0,1255.0,1461.0,351.0,1835.0,281.0,948.0,410.0,633.0,1269.0,192.0,440.0,621.0,1483.0,746.0,1659.0,1097.0,745.0,218.0,656.0,800.0,3698.0,158.0,71923.9,962132.0,1301580.079412
sub-CC520279_T1w,548.0,729.0,854.0,997.0,561.0,1460.0,707.0,783.0,264.0,170.0,1189.0,760.0,329.0,634.0,2117.0,4474.0,447.0,617.0,1080.0,794.0,1067.0,1955.0,750.0,1646.0,1469.0,1516.0,1808.0,1245.0,1671.0,1542.0,446.0,328.0,257.0,1096.0,449.0,502.0,1477.0,1751.0,259.0,122.0,1031.0,1896.0,1258.0,1392.0,2179.0,713.0,424.0,835.0,1010.0,644.0,403.0,1180.0,1112.0,1560.0,290.0,2031.0,431.0,844.0,436.0,584.0,1164.0,275.0,337.0,729.0,1341.0,606.0,1798.0,862.0,1082.0,194.0,582.0,840.0,3940.0,262.0,75133.7,963985.0,1499954.48125
sub-CC520287_T1w,620.0,890.0,861.0,874.0,865.0,2102.0,971.0,1164.0,359.0,233.0,1403.0,812.0,309.0,567.0,2937.0,5021.0,411.0,475.0,1317.0,941.0,1342.0,1908.0,711.0,1876.0,1933.0,1718.0,1642.0,1288.0,1469.0,2008.0,670.0,298.0,206.0,1296.0,476.0,587.0,1550.0,1699.0,248.0,132.0,945.0,2540.0,1197.0,1740.0,2094.0,1004.0,538.0,861.0,1102.0,745.0,363.0,1468.0,1538.0,1633.0,429.0,2142.0,601.0,707.0,365.0,584.0,1354.0,361.0,487.0,1024.0,1493.0,951.0,1732.0,1158.0,817.0,342.0,824.0,833.0,3970.0,234.0,84363.5,1030389.0,1295398.387951
sub-CC520398_T1w,575.0,743.0,838.0,846.0,760.0,1910.0,852.0,788.0,286.0,165.0,1307.0,753.0,278.0,439.0,1862.0,3987.0,349.0,399.0,1441.0,918.0,1108.0,1758.0,711.0,1513.0,1769.0,1808.0,1568.0,1410.0,1444.0,1809.0,517.0,241.0,191.0,1039.0,496.0,505.0,1603.0,1631.0,217.0,224.0,792.0,1767.0,1244.0,1445.0,2255.0,792.0,309.0,662.0,739.0,607.0,178.0,1093.0,1269.0,1537.0,326.0,2497.0,541.0,729.0,397.0,757.0,1079.0,307.0,371.0,708.0,1480.0,726.0,2214.0,1012.0,647.0,188.0,753.0,890.0,3780.0,191.0,75342.7,984332.0,1421049.89449
sub-CC610039_T1w,513.0,721.0,870.0,1020.0,739.0,1679.0,867.0,924.0,367.0,178.0,1311.0,876.0,281.0,472.0,2375.0,4278.0,368.0,341.0,1752.0,995.0,1020.0,1660.0,643.0,1787.0,2042.0,1517.0,1596.0,1162.0,1492.0,1663.0,570.0,287.0,233.0,1076.0,519.0,566.0,1717.0,2060.0,259.0,113.0,924.0,1927.0,1096.0,1472.0,2062.0,777.0,390.0,770.0,942.0,611.0,360.0,1214.0,1182.0,1600.0,376.0,2109.0,783.0,952.0,444.0,435.0,1340.0,236.0,410.0,767.0,1354.0,917.0,1533.0,1060.0,893.0,274.0,963.0,894.0,4282.0,181.0,78439.3,995039.0,1396175.00811
sub-CC610071_T1w,712.0,810.0,1114.0,1003.0,1066.0,2123.0,1113.0,1047.0,462.0,177.0,1251.0,752.0,208.0,522.0,2688.0,4794.0,351.0,568.0,1395.0,1024.0,847.0,1837.0,876.0,1591.0,2489.0,1784.0,1739.0,1557.0,1769.0,1796.0,685.0,355.0,257.0,1167.0,436.0,511.0,1561.0,1728.0,197.0,179.0,1026.0,1791.0,1336.0,1283.0,2344.0,802.0,433.0,741.0,946.0,627.0,259.0,1262.0,1730.0,1900.0,427.0,2257.0,629.0,843.0,449.0,511.0,1124.0,257.0,591.0,699.0,1526.0,1165.0,2454.0,1035.0,857.0,189.0,1108.0,790.0,4294.0,192.0,84418.0,1049896.0,1484349.027891
sub-CC610099_T1w,633.0,658.0,717.0,874.0,878.0,2117.0,1036.0,1060.0,377.0,210.0,1494.0,962.0,270.0,576.0,3371.0,4746.0,380.0,372.0,1300.0,1114.0,1404.0,1727.0,669.0,1587.0,1997.0,1579.0,1464.0,1473.0,1733.0,1527.0,506.0,341.0,204.0,1156.0,512.0,539.0,1662.0,1997.0,222.0,220.0,870.0,1975.0,1290.0,1255.0,2232.0,823.0,297.0,725.0,856.0,708.0,162.0,1391.0,1191.0,1632.0,292.0,2273.0,461.0,871.0,470.0,891.0,1350.0,191.0,502.0,721.0,1681.0,1059.0,1897.0,1239.0,850.0,188.0,789.0,842.0,3997.0,97.0,81732.2,1028304.0,1535767.776064
sub-CC610210_T1w,738.0,1147.0,979.0,1093.0,997.0,2190.0,1025.0,1014.0,356.0,249.0,1776.0,1185.0,331.0,780.0,3202.0,5460.0,414.0,541.0,2173.0,1076.0,1664.0,2267.0,827.0,1826.0,1710.0,1914.0,1766.0,1498.0,1808.0,1717.0,563.0,353.0,437.0,1311.0,478.0,645.0,1519.0,2295.0,273.0,237.0,1083.0,2791.0,1315.0,1953.0,2366.0,798.0,430.0,948.0,1115.0,746.0,451.0,1623.0,2213.0,2266.0,223.0,2220.0,1110.0,1094.0,634.0,780.0,1511.0,256.0,570.0,845.0,1858.0,1106.0,1915.0,1118.0,1052.0,235.0,1065.0,757.0,4150.0,253.0,94681.1,1186134.0,1747263.943766
sub-CC610285_T1w,664.0,992.0,867.0,931.0,775.0,1984.0,926.0,787.0,412.0,205.0,1113.0,1059.0,288.0,648.0,3122.0,5143.0,427.0,531.0,1286.0,1059.0,1359.0,1376.0,625.0,1807.0,1920.0,1547.0,1463.0,1068.0,1361.0,1692.0,617.0,329.0,211.0,1434.0,608.0,687.0,1497.0,1992.0,286.0,151.0,1002.0,1833.0,1219.0,1341.0,1719.0,735.0,361.0,806.0,944.0,553.0,223.0,1418.0,1398.0,1695.0,287.0,2110.0,436.0,994.0,611.0,743.0,1136.0,277.0,674.0,1020.0,1636.0,1014.0,1763.0,955.0,752.0,108.0,870.0,943.0,4475.0,261.0,81560.1,1046590.0,1578558.971646
